id	name	abb	category	pmid	source	samples	species	min	max	med	avg	dev	und	cut	ovr	inc	m	f	stage	who	region	methods	results	conclusions	validated	diag	prog	pred	ther	cost	relevance	implications	effect	comments	curator
346	TERT promoter mutation	TERT	DNA	25681309	Tissue	GBM=126	Homo Sapiens						61	65	65	X	81	41	IV	2007	Austria	DNA extraction and TERT Promoter mutation analysis;PCR;Cox model;Survival curves;Fisher's exact test	Seventy-three percent of GBM patients harbored TERT promoter mutations associated with enhanced telomerase activity and TERT mRNA expression but reduced telomere lengths;Patients with mutated tumors exhibited significantly shorter overall survival in the entire cohort (11.5 vs 23.1 months) and in the primary GBM patient subgroup lacking IDH1 mutations (n = 120);Prognostic impact was confined to younger patients (aged <65 years), while the negative prognostic power of enhanced age at diagnosis was limited to those patients lacking TERT promoter mutations;Presence of the common single nucleotide polymorphism rs2853669, disrupting an endogenous Ets2 transcription factor-binding site, was associated with improved survival exclusively in patients with a wild-type TERT promoter;Shortest mean overall survival was detected in those patients harboring both an activating TERT promoter mutation and homozygous rs2853669 alleles	TERT promoter mutations are powerful prognosticators for worse course of disease in human GBM patients but their prognostic value is influenced by the rs2853669 polymorphism and age at diagnosis	No	NA	YES	NA	NA	NA	NA	NA	NA	rs2853669 polymorphism and age as factors studied	BP
348	Notch-1	Notch 1	DNA	25665548	Tissue	GBM=27	Homo Sapiens												IV	2007	Japan		Expressions of CD133-, Notch-1-, and VEGF-positive glioma cells were higher in recurrent glioblastoma after radiotherapy and chemotherapy; For 15 patients who had received bevacizumab therapy follwed by a second surgert at recurrence,OS was significantly longer in cases with Notch-1 negativity (8.8 months) than in those with I Notch-1 positivity (6.8 months)	Glioma Stem Cells have the potential for endothelial differentiation with Notch activity;Notch-1 is a potential target and/or biomarker for antiangiogenic treatments	No	NA	NA	Potential	Potential	NA	NA	NA	NA	Effect of Notch expression in glioma stem cells on therapeutic response to chemo-radiotherapy in recurrent GBM	BP
366	miR-181c	miR-181c	RNA	25494473	Tissue	GBM=518	Homo Sapiens												IV	2007	China	Quantitative RT-PCR;Cox model	A multivariate analysis showed that miR-181c was an independent prognostic indicator for GBM patients;qRT-PCR showed that miR-181c was expressed poorly in neurospheres of glioma cells that resemble glioma stem cells;miR-181c also blocked the proliferation and invasion abilities of glioma cells;miR-181c attenuated the self-renewal ability of glioma cells;Mechanism defined Notch2, a key molecule of Notch signaling, as the functional downstream target of miR-181c;Inverse correlation between miR-181c and Notch2 in glioma cells and verified in fresh glioma samples	miR-181c can be considered a valuable indicator for the outcome of GBM patients;miR-181c acts as a tumor suppressor that attenuates proliferation, invasion, and self-renewal capacities by downregulation of Notch2 in glioma cells		NA	Potential	NA	NA	NA	NA	NA	NA	Can be considered a valuable indicator for the outcome of GBM patients but no comment on its application as a biomarker	BP
390	EGFR;EGFRvIII	EGFR;EGFRvIII	Protein	25141189	Tissue	GBM=51	Homo Sapiens												IV	2007	UK	FISH;Immunohistochemistry;RT-PCR;	Overall 22/51 samples (43%) were positive for EGFR, 16/51 (31%) were positive for EGFRvIII and 13/51 (25%) were positive for both;9/51 cases (18%) were positive for EGFR alone, and 3/51 (6%) were positive for EGFRvIII alone;Of the EGFR positive cases, 22/51 (43%) were positive by FISH, 24/51 (47%) were positive by IHC and 2/51 (4%) were discrepant between methods (positive by IHC but non-amplified by FISH);Of the EGFRvIII positive cases, 16/51 (31%) were positive by RT-PCR, 17/51 (33%) were positive by IHC and 1/51 (2%) sample was discrepant (positive by IHC but not by RT-PCR);Neither EGFRvIII or EGFR are predictive of overall survival in this cohort	In this cohort, 25/51 (49%) of GBM showed EGFR alterations, including 16/51 (31%) with EGFRvIII;There was high concordance between IHC and FISH (96%) and IHC and RT-PCR (98%) as diagnostic methods;Neither EGFR or EGFRvIII is predictive of overall survival in this cohort;These results are key for selecting patients for novel individualised anti-EGFR therapies	No	NA	NA	NA		NA	NA	NA	NA		BP
409	Isocitrate dehydrogenase	IDH	Protein	24958096	Tissue	86 anaplastic gliomas	Homo Sapiens			46							46	40	II 	NA	Japan	PCR;methylation-specific PCR;multiple-ligation–dependent probe amplification;Wester Blotting;Immunohistochemical assessment;Mann–Whitney U test;Fisher' exact test;kaplan-meier method;Llog-rank test;Cox regression analysis;Fine-Gray proportional hazard model	Of the 86 patients with anaplastic gliomas, 58 carried IDH mutation, and 40 experienced recurrence;first recurrence was local in 25 patients and distant in 15;patients without IDH mutation exhibited significantly higher CD133 and SOX2 expression (P = .025 and .020, respectively) and more frequent distant recurrence than those with IDH mutation (P = .022)	Patients with anaplastic gliomas without IDH mutation experienced distant recurrence and exhibited glioma stem cell markers, indicating that this subset may share some malignant characteristics with glioblastomas	NA	NA	NA	NA	NA	NA	NA	NA	NA	Paper does not identify any biomarker	Vanessa
410	High-mobility group AT-hook protein 2	HMGA2	Protein	24935062	Tissue	78 glioma (27 DA;25 AA;26 GBM);7 human normal brain samples	Homo Sapiens				43						11	16	II;III;IV	2007	China	Immunohistochemcial assessment;RT-qPCR;Western Blotting,Fisher's exact test;Spearman rank correlation analysis;Kaplan-Meier method	Expression of HMGA2 protein was significantly higher in GBM and AA than in diffuse A;expression of HMGA2 correlated significantly with expression of Ki-67 (r = 0.415, P < .01) and matrix metalloproteinase-2 (r = 0.363, P < .01), but not with patient sex and age;RT-qPCR and Western blot analysis revealed similar results,patients with tumors expressing HMGA2 at a higher level had a significantly shorter progression-free survival time (11.2 months versus 18.8 months; P = .021);expression of HMGA2 significantly correlates with tumor cell proliferation, invasion, and survival in gliomas	HMGA2 has important role in treatment and prognosis of cancer	Potential	NA	Potential	NA	Potential	NA	NA	NA	NA	NA	Vanessa
413	Autophagy marker LC3B	LC3B	Protein	24900981	Tissue	106 patient samples (10 Grade I;16 Grade II;17 Grade III;63 Grade IV)	Homo Sapiens						42	65	64	X	56	50	I;II;III;IV	NA	Taiwan	Immunohistochemical assessment;Chi-square test;Kaplan-Meier method	LC3B, but not Beclin-1, protein expression was found to significantly correlate with resistance to radiation- or chemotherapy;high intensity of LC3B staining was predictive of poor prognosis;survival time of patients with high-level expression in both CD133 and LC3B was significantly shorter than those with weak expression in both CD133 and LC3B	Astrocytoma cancer stem-like cells together with enhanced autophagy may cause resistance to radiation therapy/chemotherapy;targeting cancer stem-like cells in astrocytoma may offer viable therapeutic approach	Potential	NA	NA	NA	Potential	NA	NA	NA	NA	NA	Vanessa
418	N-myc downstream regulated gene 2	NDRG2	Protein	24847385	Tissue	14 Grade I PA;45 Grade II diffuse A;29 Grade III AA;49 GRADE IV GBM	Homo Sapiens						73	50	64	X	62	75	I;II;III;IV	2007	Lithuania	Methylation-specific PCR;RT-qPCR;Wester Blotting;Kaplan-Meier method	NDRG2 gene methylation frequency increased whereas expression at both mRNA and protein levels markedly decreased in GBM specimens compared to the lower grade A;NDRG2 transcript and protein levels did not correlate with the promoter methylation state, suggesting the presence of alternative regulatory gene expression mechanisms that may operate in a tissue-specific manner in gliomas;significant differences in survival time in gliomas stratified by NDRG2 methylation status and mRNA and protein expression levels	it is useful to combine epigentic data and gene expression patterns at mRNA and protein level in biomarker studies;NDRG2 downregulation might bear influence on glioma tumor progression while being associated with higher malignancy grade	Potential	Potential	NA	NA	NA	NA	NA	NA	NA	NA	Vanessa
428	miRNA-210	miRNA-210	RNA	24729345	Tissue	10 diffuse A grade II;17 AA grade III;31 GBM Grade IV;23 O	Homo Sapiens			47							44	37	II;III;IV	2007	China	RT-qPCR;Spearman correlation test	MiR-210 presents a differential expression depending on the origin of the glioma;Oligodendroglial tumours exhibit a significantly reduced level of miR-210 as compared with normal brain tissue;astrocytic tumours demonstrate significantly increased levels of miR-210;expression of miR-210 is positively correlated with the grade of astrocytic tumour, in the following order: grade IV > grade III > grade II > normal brain tissue 	MiR-210 levels can be potentially established as a biomarker for pathological diagnosis of malignant astrocytic tumour progression;expression of miR-210 can be utilized as an additional identification measure of glioma tumour origin	Potential	Potential	NA	NA	NA	NA	NA	NA	NA	NA	Vanessa
430	miR-455-3p	miR-455-3p	RNA	24691539	Tissue	GBM=20	Homo Sapiens												IV	2007	Turkey	Magnetic separation;Real-time RT PCR;Immunohistochemistry	Low miR-181b and high miR-455-3p expression levels were detected in CSC (+) tumors;A significant correlation between miR-455-3p expression and Smad2 protein levels as analyzed by immunohistochemistry in CSC (+) tumors	miR-455-3p may be involved in TMZ resistance in MGMT methylated CSC (+) GBM patients;This miRNA may provide novel therapeutic molecular targets for GBM treatment and new directions for the development of anticancer drugs	No	NA	NA	NA	Potential	NA	NA	NA	NA	CSCs are cancer stem cells	Vanessa
477	miR-9	miR-9	RNA	24122417	Tissue		Homo Sapiens													2007	China		The increased expression of miR-9 was more frequently observed in glioma tissues with high WHO grade than those with low WHO grade tissues;Expression levels of miR-9 in glioma tissues with low Karnofsky performance score (KPS) were also significantly higher than those with high KPS;Overall survival of glioma patients with high miR-9 expression was lower than that with low miR-9 expression;High miR-9 expression was an independent prognostic factor for overall survival in glioma patients;More importantly, the subgroup analyses indicated that the overall survival of glioma patients with high WHO grade (III–IV) was significantly worse for high miR-9 expression group than for low miR-9 expression group, but no significant difference was found for patients with low WHO grade (I–II)	For the first time that the increased expression of miR-9 may play an important role in tumor progression in human gliomas;miR-9 might be a useful marker for predicting the clinical outcome of glioma patients, especially for advanced subtypes		NA	Potential	NA	NA	NA	NA	NA	NA	For grade III and GBM	
487	Musashi-1	Musashi-1	Protein	24057325	Tissue		Homo Sapiens													2007	Denmark		In WHO grade III tumors high levels of Musashi-1 were associated with poor survival;Identified a sub-population of GBM patients with high levels of Musashi-1 and a superior prognosis;In addition patients with high levels of Musashi-1 benefitted most from post-surgical treatment, indicating that Musashi-1 may be a predictive marker in GBMs	Results suggest that high levels of Musashi-1 are associated with poor survival in patients with WHO grade III tumors and that Musashi-1 may be a predictive marker in GBMs, although further validation is needed;The combination of immunofluorescence and automated quantitation is a feasible, robust, and reproducible approach for quantitative biomarker studies	No	NA	NA	Potential	NA	NA	NA	NA	NA		
